seq,mode,x,y,z,xo,yo,zo
0,0,32768,0,-65536,-32768,0,0
1,0,32768,0,-65504,-32768,-50,0
2,0,32768,0,-65472,-32768,-101,0
3,0,32768,0,-65440,-32768,-151,0
4,0,32768,0,-65408,-32767,-201,0
5,0,32768,0,-65376,-32767,-251,0
6,0,32768,0,-65344,-32767,-302,0
7,0,32768,0,-65312,-32766,-352,0
8,0,32768,0,-65280,-32765,-402,0
9,0,32768,0,-65248,-32765,-452,0
10,0,32768,0,-65216,-32764,-503,0
11,0,32768,0,-65184,-32764,-553,0
12,0,32768,0,-65152,-32763,-603,0
13,0,32768,0,-65120,-32762,-653,0
14,0,32768,0,-65088,-32760,-704,0
15,0,32768,0,-65056,-32760,-754,0
16,0,32768,0,-65024,-32758,-804,0
17,0,32768,0,-64992,-32757,-854,0
18,0,32768,0,-64960,-32756,-905,0
19,0,32768,0,-64928,-32754,-955,0
20,0,32768,0,-64896,-32753,-1005,0
21,0,32768,0,-64864,-32751,-1055,0
22,0,32768,0,-64832,-32749,-1106,0
23,0,32768,0,-64800,-32748,-1156,0
24,0,32768,0,-64768,-32746,-1206,0
25,0,32768,0,-64736,-32744,-1256,0
26,0,32768,0,-64704,-32742,-1307,0
27,0,32768,0,-64672,-32740,-1357,0
28,0,32768,0,-64640,-32738,-1407,0
29,0,32768,0,-64608,-32736,-1457,0
30,0,32768,0,-64576,-32733,-1508,0
31,0,32768,0,-64544,-32731,-1558,0
32,0,32768,0,-64512,-32729,-1608,0
33,0,32768,0,-64480,-32726,-1658,0
34,0,32768,0,-64448,-32724,-1708,0
35,0,32768,0,-64416,-32721,-1758,0
36,0,32768,0,-64384,-32718,-1809,0
37,0,32768,0,-64352,-32715,-1859,0
38,0,32768,0,-64320,-32712,-1909,0
39,0,32768,0,-64288,-32709,-1959,0
40,0,32768,0,-64256,-32706,-2009,0
41,0,32768,0,-64224,-32703,-2060,0
42,0,32768,0,-64192,-32700,-2110,0
43,0,32768,0,-64160,-32697,-2160,0
44,0,32768,0,-64128,-32693,-2210,0
45,0,32768,0,-64096,-32690,-2260,0
46,0,32768,0,-64064,-32687,-2310,0
47,0,32768,0,-64032,-32683,-2360,0
48,0,32768,0,-64000,-32679,-2411,0
49,0,32768,0,-63968,-32675,-2461,0
50,0,32768,0,-63936,-32672,-2511,0
51,0,32768,0,-63904,-32668,-2561,0
52,0,32768,0,-63872,-32664,-2611,0
53,0,32768,0,-63840,-32660,-2661,0
54,0,32768,0,-63808,-32656,-2711,0
55,0,32768,0,-63776,-32652,-2761,0
56,0,32768,0,-63744,-32647,-2811,0
57,0,32768,0,-63712,-32643,-2862,0
58,0,32768,0,-63680,-32638,-2911,0
59,0,32768,0,-63648,-32634,-2962,0
60,0,32768,0,-63616,-32629,-3012,0
61,0,32768,0,-63584,-32625,-3062,0
62,0,32768,0,-63552,-32620,-3112,0
63,0,32768,0,-63520,-32615,-3162,0
64,0,32768,0,-63488,-32610,-3212,0
65,0,32768,0,-63456,-32605,-3262,0
66,0,32768,0,-63424,-32600,-3312,0
67,0,32768,0,-63392,-32595,-3362,0
68,0,32768,0,-63360,-32590,-3412,0
69,0,32768,0,-63328,-32585,-3462,0
70,0,32768,0,-63296,-32579,-3512,0
71,0,32768,0,-63264,-32574,-3562,0
72,0,32768,0,-63232,-32568,-3612,0
73,0,32768,0,-63200,-32563,-3662,0
74,0,32768,0,-63168,-32557,-3712,0
75,0,32768,0,-63136,-32551,-3762,0
76,0,32768,0,-63104,-32546,-3811,0
77,0,32768,0,-63072,-32540,-3861,0
78,0,32768,0,-63040,-32534,-3911,0
79,0,32768,0,-63008,-32528,-3961,0
80,0,32768,0,-62976,-32522,-4011,0
81,0,32768,0,-62944,-32515,-4061,0
82,0,32768,0,-62912,-32509,-4111,0
83,0,32768,0,-62880,-32503,-4161,0
84,0,32768,0,-62848,-32496,-4211,0
85,0,32768,0,-62816,-32490,-4261,0
86,0,32768,0,-62784,-32483,-4310,0
87,0,32768,0,-62752,-32477,-4360,0
88,0,32768,0,-62720,-32470,-4410,0
89,0,32768,0,-62688,-32463,-4460,0
90,0,32768,0,-62656,-32456,-4510,0
91,0,32768,0,-62624,-32449,-4559,0
92,0,32768,0,-62592,-32442,-4609,0
93,0,32768,0,-62560,-32435,-4659,0
94,0,32768,0,-62528,-32428,-4709,0
95,0,32768,0,-62496,-32421,-4758,0
96,0,32768,0,-62464,-32413,-4808,0
97,0,32768,0,-62432,-32406,-4858,0
98,0,32768,0,-62400,-32398,-4908,0
99,0,32768,0,-62368,-32391,-4957,0
100,0,32768,0,-62336,-32383,-5007,0
101,0,32768,0,-62304,-32376,-5056,0
102,0,32768,0,-62272,-32368,-5106,0
103,0,32768,0,-62240,-32360,-5156,0
104,0,32768,0,-62208,-32352,-5206,0
105,0,32768,0,-62176,-32344,-5255,0
106,0,32768,0,-62144,-32336,-5305,0
107,0,32768,0,-62112,-32328,-5354,0
108,0,32768,0,-62080,-32319,-5404,0
109,0,32768,0,-62048,-32311,-5453,0
110,0,32768,0,-62016,-32303,-5503,0
111,0,32768,0,-61984,-32294,-5553,0
112,0,32768,0,-61952,-32286,-5602,0
113,0,32768,0,-61920,-32277,-5652,0
114,0,32768,0,-61888,-32268,-5701,0
115,0,32768,0,-61856,-32259,-5751,0
116,0,32768,0,-61824,-32251,-5800,0
117,0,32768,0,-61792,-32242,-5849,0
118,0,32768,0,-61760,-32233,-5899,0
119,0,32768,0,-61728,-32223,-5948,0
120,0,32768,0,-61696,-32214,-5998,0
121,0,32768,0,-61664,-32205,-6047,0
122,0,32768,0,-61632,-32196,-6097,0
123,0,32768,0,-61600,-32187,-6146,0
124,0,32768,0,-61568,-32177,-6196,0
125,0,32768,0,-61536,-32167,-6245,0
126,0,32768,0,-61504,-32158,-6294,0
127,0,32768,0,-61472,-32148,-6344,0
128,0,32768,0,-61440,-32138,-6393,0
129,0,32768,0,-61408,-32128,-6442,0
130,0,32768,0,-61376,-32119,-6491,0
131,0,32768,0,-61344,-32108,-6541,0
132,0,32768,0,-61312,-32099,-6590,0
133,0,32768,0,-61280,-32088,-6639,0
134,0,32768,0,-61248,-32078,-6688,0
135,0,32768,0,-61216,-32068,-6738,0
136,0,32768,0,-61184,-32057,-6787,0
137,0,32768,0,-61152,-32047,-6836,0
138,0,32768,0,-61120,-32037,-6885,0
139,0,32768,0,-61088,-32026,-6934,0
140,0,32768,0,-61056,-32015,-6983,0
141,0,32768,0,-61024,-32004,-7032,0
142,0,32768,0,-60992,-31994,-7081,0
143,0,32768,0,-60960,-31983,-7131,0
144,0,32768,0,-60928,-31972,-7180,0
145,0,32768,0,-60896,-31961,-7229,0
146,0,32768,0,-60864,-31949,-7278,0
147,0,32768,0,-60832,-31939,-7327,0
148,0,32768,0,-60800,-31927,-7376,0
149,0,32768,0,-60768,-31916,-7425,0
150,0,32768,0,-60736,-31904,-7474,0
151,0,32768,0,-60704,-31893,-7523,0
152,0,32768,0,-60672,-31881,-7571,0
153,0,32768,0,-60640,-31870,-7620,0
154,0,32768,0,-60608,-31858,-7669,0
155,0,32768,0,-60576,-31846,-7718,0
156,0,32768,0,-60544,-31834,-7767,0
157,0,32768,0,-60512,-31822,-7816,0
158,0,32768,0,-60480,-31810,-7864,0
159,0,32768,0,-60448,-31798,-7913,0
160,0,32768,0,-60416,-31786,-7962,0
161,0,32768,0,-60384,-31774,-8011,0
162,0,32768,0,-60352,-31761,-8060,0
163,0,32768,0,-60320,-31749,-8108,0
164,0,32768,0,-60288,-31736,-8157,0
165,0,32768,0,-60256,-31724,-8206,0
166,0,32768,0,-60224,-31711,-8254,0
167,0,32768,0,-60192,-31699,-8303,0
168,0,32768,0,-60160,-31686,-8351,0
169,0,32768,0,-60128,-31673,-8400,0
170,0,32768,0,-60096,-31660,-8449,0
171,0,32768,0,-60064,-31647,-8497,0
172,0,32768,0,-60032,-31634,-8546,0
173,0,32768,0,-60000,-31621,-8594,0
174,0,32768,0,-59968,-31608,-8643,0
175,0,32768,0,-59936,-31594,-8691,0
176,0,32768,0,-59904,-31581,-8740,0
177,0,32768,0,-59872,-31568,-8788,0
178,0,32768,0,-59840,-31554,-8837,0
179,0,32768,0,-59808,-31541,-8885,0
180,0,32768,0,-59776,-31527,-8933,0
181,0,32768,0,-59744,-31513,-8982,0
182,0,32768,0,-59712,-31499,-9030,0
183,0,32768,0,-59680,-31485,-9078,0
184,0,32768,0,-59648,-31471,-9127,0
185,0,32768,0,-59616,-31457,-9175,0
186,0,32768,0,-59584,-31443,-9223,0
187,0,32768,0,-59552,-31429,-9271,0
188,0,32768,0,-59520,-31415,-9320,0
189,0,32768,0,-59488,-31400,-9368,0
190,0,32768,0,-59456,-31386,-9416,0
191,0,32768,0,-59424,-31372,-9464,0
192,0,32768,0,-59392,-31357,-9512,0
193,0,32768,0,-59360,-31342,-9560,0
194,0,32768,0,-59328,-31328,-9608,0
195,0,32768,0,-59296,-31313,-9656,0
196,0,32768,0,-59264,-31298,-9704,0
197,0,32768,0,-59232,-31283,-9752,0
198,0,32768,0,-59200,-31268,-9800,0
199,0,32768,0,-59168,-31253,-9848,0
200,0,32768,0,-59136,-31238,-9896,0
201,0,32768,0,-59104,-31223,-9944,0
202,0,32768,0,-59072,-31207,-9992,0
203,0,32768,0,-59040,-31192,-10040,0
204,0,32768,0,-59008,-31177,-10088,0
205,0,32768,0,-58976,-31161,-10135,0
206,0,32768,0,-58944,-31145,-10183,0
207,0,32768,0,-58912,-31130,-10231,0
208,0,32768,0,-58880,-31114,-10279,0
209,0,32768,0,-58848,-31098,-10327,0
210,0,32768,0,-58816,-31083,-10374,0
211,0,32768,0,-58784,-31067,-10422,0
212,0,32768,0,-58752,-31051,-10469,0
213,0,32768,0,-58720,-31034,-10517,0
214,0,32768,0,-58688,-31018,-10565,0
215,0,32768,0,-58656,-31002,-10612,0
216,0,32768,0,-58624,-30986,-10660,0
217,0,32768,0,-58592,-30969,-10707,0
218,0,32768,0,-58560,-30953,-10755,0
219,0,32768,0,-58528,-30936,-10802,0
220,0,32768,0,-58496,-30920,-10850,0
221,0,32768,0,-58464,-30903,-10897,0
222,0,32768,0,-58432,-30886,-10944,0
223,0,32768,0,-58400,-30870,-10992,0
224,0,32768,0,-58368,-30853,-11039,0
225,0,32768,0,-58336,-30836,-11087,0
226,0,32768,0,-58304,-30819,-11134,0
227,0,32768,0,-58272,-30801,-11181,0
228,0,32768,0,-58240,-30784,-11228,0
229,0,32768,0,-58208,-30767,-11275,0
230,0,32768,0,-58176,-30750,-11323,0
231,0,32768,0,-58144,-30732,-11370,0
232,0,32768,0,-58112,-30715,-11417,0
233,0,32768,0,-58080,-30697,-11464,0
234,0,32768,0,-58048,-30680,-11511,0
235,0,32768,0,-58016,-30662,-11558,0
236,0,32768,0,-57984,-30644,-11605,0
237,0,32768,0,-57952,-30626,-11652,0
238,0,32768,0,-57920,-30608,-11699,0
239,0,32768,0,-57888,-30590,-11746,0
240,0,32768,0,-57856,-30572,-11793,0
241,0,32768,0,-57824,-30554,-11840,0
242,0,32768,0,-57792,-30536,-11887,0
243,0,32768,0,-57760,-30518,-11934,0
244,0,32768,0,-57728,-30499,-11980,0
245,0,32768,0,-57696,-30481,-12027,0
246,0,32768,0,-57664,-30462,-12074,0
247,0,32768,0,-57632,-30444,-12121,0
248,0,32768,0,-57600,-30425,-12167,0
249,0,32768,0,-57568,-30407,-12214,0
250,0,32768,0,-57536,-30388,-12261,0
251,0,32768,0,-57504,-30369,-12307,0
252,0,32768,0,-57472,-30350,-12354,0
253,0,32768,0,-57440,-30331,-12400,0
254,0,32768,0,-57408,-30312,-12447,0
255,0,32768,0,-57376,-30293,-12493,0
